year,month,day,EMBI
2010,12,3,543.30
2010,12,6,544.27
2010,12,7,513.03
2010,12,8,520.88
2010,12,9,520.79
2010,12,10,520.61
2010,12,13,520.88
2010,12,14,511.31
2010,12,15,528.99
2010,12,16,529.43
2010,12,17,546.55
2010,12,20,528.05
2010,12,21,523.02
2010,12,22,506.8
2010,12,23,501.48
2010,12,24,
2010,12,27,500.05
2010,12,28,493.05
2010,12,29,499.17
2010,12,30,497.9
2010,12,31,507.04
2011,1,3,493.33
2011,1,4,489.1
2011,1,5,482.67
2011,1,6,485.96
2011,1,7,502.52
2011,1,10,501.72
2011,1,11,487.93
2011,1,12,478.4
2011,1,13,479.01
2011,1,14,485.03
2011,1,17,
2011,1,18,475.34
2011,1,19,495.32
2011,1,20,489.25
2011,1,21,492.81
2011,1,24,485.49
2011,1,25,503.25
2011,1,26,499.42
2011,1,27,508.15
2011,1,28,554.72
2011,1,31,552.49
2011,2,1,524.76
2011,2,2,516.94
2011,2,3,521.92
2011,2,4,517.99
2011,2,7,517.94
2011,2,8,512.82
2011,2,9,529.54
2011,2,10,526.65
2011,2,11,533.66
2011,2,14,544.38
2011,2,15,553.56
2011,2,16,549.12
2011,2,17,537.96
2011,2,18,532.95
2011,2,21,
2011,2,22,558.57
2011,2,23,571.05
2011,2,24,587.55
2011,2,25,573.26
2011,2,28,580.16
2011,3,1,590.31
2011,3,2,571.06
2011,3,3,553.59
2011,3,4,563.29
2011,3,7,558.48
2011,3,8,546.71
2011,3,9,561.16
2011,3,10,575.41
2011,3,11,573.69
2011,3,14,580.49
2011,3,15,596.7
2011,3,16,608.36
2011,3,17,590.42
2011,3,18,590.86
2011,3,21,577.49
2011,3,22,582.1
2011,3,23,562.97
2011,3,24,549.46
2011,3,25,535.24
2011,3,28,538.23
2011,3,29,543.85
2011,3,30,535.06
2011,3,31,539.41
2011,4,1,513.24
2011,4,4,514.61
2011,4,5,518.43
2011,4,6,512.56
2011,4,7,514.08
2011,4,8,506.57
2011,4,11,508.02
2011,4,12,525.13
2011,4,13,524.55
2011,4,14,528.1
2011,4,15,529.44
2011,4,18,540.48
2011,4,19,546.61
2011,4,20,541.12
2011,4,21,542.44
2011,4,22,
2011,4,25,546.85
2011,4,26,563.87
2011,4,27,566.69
2011,4,28,562.65
2011,4,29,554.74
2011,5,2,546.1
2011,5,3,554.75
2011,5,4,563.73
2011,5,5,581.95
2011,5,6,577.26
2011,5,9,587.79
2011,5,10,584.48
2011,5,11,585.58
2011,5,12,567.13
2011,5,13,579.07
2011,5,16,587.96
2011,5,17,594.46
2011,5,18,579.21
2011,5,19,575.94
2011,5,20,576.72
2011,5,23,589.6
2011,5,24,590.95
2011,5,25,587.05
2011,5,26,599.69
2011,5,27,594.83
2011,5,30,
2011,5,31,591.74
2011,6,1,608.52
2011,6,2,596.57
2011,6,3,597.21
2011,6,6,596.66
2011,6,7,592.26
2011,6,8,602.38
2011,6,9,586.88
2011,6,10,590.19
2011,6,13,595.58
2011,6,14,574.48
2011,6,15,596.91
2011,6,16,625.14
2011,6,17,628.46
2011,6,20,622.31
2011,6,21,613.73
2011,6,22,610.53
2011,6,23,628.58
2011,6,24,635.79
2011,6,27,628.29
2011,6,28,606.55
2011,6,29,596.72
2011,6,30,567.88
2011,7,1,556.13
2011,7,4,
2011,7,5,564.81
2011,7,6,572.27
2011,7,7,570.32
2011,7,8,587.53
2011,7,11,607.87
2011,7,12,613.55
2011,7,13,621.16
2011,7,14,628.14
2011,7,15,623.09
2011,7,18,627.94
2011,7,19,620.9
2011,7,20,614.32
2011,7,21,592.57
2011,7,22,591.4
2011,7,25,577.18
2011,7,26,581.9
2011,7,27,577.24
2011,7,28,580.76
2011,7,29,592.07
2011,8,1,593.21
2011,8,2,610.59
2011,8,3,618.75
2011,8,4,648.49
2011,8,5,688.86
2011,8,8,755.85
2011,8,9,740.62
2011,8,10,753.61
2011,8,11,737.19
2011,8,12,715.78
2011,8,15,708.8
2011,8,16,728.17
2011,8,17,728.56
2011,8,18,759.24
2011,8,19,750.04
2011,8,22,755.36
2011,8,23,763.11
2011,8,24,745.8
2011,8,25,749.02
2011,8,26,757.77
2011,8,29,740.78
2011,8,30,748.79
2011,8,31,738.45
2011,9,1,757.39
2011,9,2,781.92
2011,9,5,
2011,9,6,799.06
2011,9,7,789.93
2011,9,8,794.67
2011,9,9,812.1
2011,9,12,824.06
2011,9,13,841.42
2011,9,14,864.4
2011,9,15,849.8
2011,9,16,835.99
2011,9,19,867.53
2011,9,20,876.37
2011,9,21,917.86
2011,9,22,991.01
2011,9,23,982.62
2011,9,26,983.73
2011,9,27,927.99
2011,9,28,976.62
2011,9,29,966.71
2011,9,30,993.08
2011,10,3,"1,017.82"
2011,10,4,"1,016.79"
2011,10,5,"1,012.83"
2011,10,6,975.95
2011,10,7,962.85
2011,10,10,
2011,10,11,935.21
2011,10,12,883.33
2011,10,13,900.2
2011,10,14,861.41
2011,10,17,877.77
2011,10,18,888.44
2011,10,19,886.39
2011,10,20,911.98
2011,10,21,898.59
2011,10,24,888.22
2011,10,25,881.41
2011,10,26,874.25
2011,10,27,788.65
2011,10,28,800.33
2011,10,31,834.95
2011,11,1,850.03
2011,11,2,847.41
2011,11,3,808.72
2011,11,4,818.14
2011,11,7,821.12
2011,11,8,807.49
2011,11,9,847.77
2011,11,10,845.89
2011,11,11,
2011,11,14,849.12
2011,11,15,854.93
2011,11,16,872
2011,11,17,897.88
2011,11,18,911.96
2011,11,21,954.71
2011,11,22,969.87
2011,11,23,"1,003.35"
2011,11,24,
2011,11,25,
2011,11,28,981.92
2011,11,29,974.09
2011,11,30,941.07
2011,12,1,934.03
2011,12,2,931.85
2011,12,5,928.52
2011,12,6,900.39
2011,12,7,904.54
2011,12,8,914.1
2011,12,9,894.74
2011,12,12,908.71
2011,12,13,919.32
2011,12,14,938.47
2011,12,15,949.06
2011,12,16,959.76
2011,12,19,960.94
2011,12,20,944.4
2011,12,21,942.89
2011,12,22,926.9
2011,12,23,918.19
2011,12,26,
2011,12,27,914.52
2011,12,28,921.83
2011,12,29,924.59
2011,12,30,925.19
2012,1,2,
2012,1,3,899.88
2012,1,4,880.66
2012,1,5,872.57
2012,1,6,883.52
2012,1,9,870.42
2012,1,10,869.3
2012,1,11,888.11
2012,1,12,891.24
2012,1,13,893.88
2012,1,16,
2012,1,17,888.12
2012,1,18,859.49
2012,1,19,837.22
2012,1,20,820.99
2012,1,23,796.45
2012,1,24,806.14
2012,1,25,788.52
2012,1,26,797.82
2012,1,27,809.54
2012,1,30,824.6
2012,1,31,839.73
2012,2,1,823.68
2012,2,2,827.88
2012,2,3,807.81
2012,2,6,813.25
2012,2,7,809.88
2012,2,8,819.77
2012,2,9,844.48
2012,2,10,857.76
2012,2,13,835.24
2012,2,14,843.81
2012,2,15,844.17
2012,2,16,828.65
2012,2,17,808.42
2012,2,20,
2012,2,21,799.62
2012,2,22,796.91
2012,2,23,798.3
2012,2,24,800.03
2012,2,27,817
2012,2,28,828.58
2012,2,29,843.42
2012,3,1,817.66
2012,3,2,811.01
2012,3,5,819.57
2012,3,6,835.46
2012,3,7,834.05
2012,3,8,816.27
2012,3,9,821.91
2012,3,12,826.65
2012,3,13,806.86
2012,3,14,795.11
2012,3,15,788.3
2012,3,16,791.97
2012,3,19,784.04
2012,3,20,792.52
2012,3,21,798.74
2012,3,22,813.99
2012,3,23,821.52
2012,3,26,828.57
2012,3,27,845.69
2012,3,28,879.99
2012,3,29,898.52
2012,3,30,880.14
2012,4,2,901.67
2012,4,3,900.15
2012,4,4,934.47
2012,4,5,938.3
2012,4,6,
2012,4,9,946.5
2012,4,10,960.48
2012,4,11,946.19
2012,4,12,931.19
2012,4,13,945.57
2012,4,16,975.77
2012,4,17,992.48
2012,4,18,"1,047.79"
2012,4,19,"1,019.03"
2012,4,20,993.58
2012,4,23,"1,010.31"
2012,4,24,"1,003.39"
2012,4,25,980.92
2012,4,26,983.07
2012,4,27,973.11
2012,4,30,962.13
2012,5,1,953.46
2012,5,2,966.64
2012,5,3,973.05
2012,5,4,998.2
2012,5,7,993.81
2012,5,8,"1,004.79"
2012,5,9,"1,019.60"
2012,5,10,"1,013.80"
2012,5,11,"1,042.06"
2012,5,14,"1,076.86"
2012,5,15,"1,102.52"
2012,5,16,"1,133.60"
2012,5,17,"1,132.26"
2012,5,18,"1,133.59"
2012,5,21,"1,123.32"
2012,5,22,"1,120.59"
2012,5,23,"1,152.07"
2012,5,24,"1,184.42"
2012,5,25,"1,174.55"
2012,5,28,
2012,5,29,"1,185.32"
2012,5,30,"1,244.42"
2012,5,31,"1,236.23"
2012,6,1,"1,249.45"
2012,6,4,"1,210.74"
2012,6,5,"1,164.68"
2012,6,6,"1,117.12"
2012,6,7,"1,169.89"
2012,6,8,"1,167.37"
2012,6,11,"1,199.43"
2012,6,12,"1,131.08"
2012,6,13,"1,111.38"
2012,6,14,"1,087.81"
2012,6,15,"1,077.35"
2012,6,18,"1,093.75"
2012,6,19,"1,078.77"
2012,6,20,"1,077.65"
2012,6,21,"1,111.42"
2012,6,22,"1,103.18"
2012,6,25,"1,128.18"
2012,6,26,"1,111.78"
2012,6,27,"1,103.01"
2012,6,28,"1,119.75"
2012,6,29,"1,088.10"
2012,7,2,"1,071.41"
2012,7,3,"1,043.90"
2012,7,4,
2012,7,5,"1,053.17"
2012,7,6,"1,080.30"
2012,7,9,"1,089.74"
2012,7,10,"1,107.70"
2012,7,11,"1,097.78"
2012,7,12,"1,096.53"
2012,7,13,"1,074.84"
2012,7,16,"1,078.59"
2012,7,17,"1,066.43"
2012,7,18,"1,083.59"
2012,7,19,"1,087.62"
2012,7,20,"1,114.31"
2012,7,23,"1,128.04"
2012,7,24,"1,147.22"
2012,7,25,"1,135.67"
2012,7,26,"1,116.01"
2012,7,27,"1,081.96"
2012,7,30,"1,085.10"
2012,7,31,"1,086.94"
2012,8,1,"1,074.58"
2012,8,2,"1,083.22"
2012,8,3,"1,049.67"
2012,8,6,"1,051.10"
2012,8,7,"1,039.89"
2012,8,8,"1,030.70"
2012,8,9,"1,047.80"
2012,8,10,"1,058.56"
2012,8,13,"1,051.05"
2012,8,14,"1,039.76"
2012,8,15,"1,031.50"
2012,8,16,"1,010.06"
2012,8,17,"1,012.62"
2012,8,20,"1,024.74"
2012,8,21,"1,014.01"
2012,8,22,"1,022.84"
2012,8,23,"1,027.12"
2012,8,24,"1,023.08"
2012,8,27,"1,027.27"
2012,8,28,"1,024.16"
2012,8,29,"1,037.66"
2012,8,30,"1,063.63"
2012,8,31,"1,051.37"
2012,9,3,
2012,9,4,"1,038.25"
2012,9,5,"1,019.35"
2012,9,6,991.22
2012,9,7,976.67
2012,9,10,970.92
2012,9,11,951.76
2012,9,12,944.5
2012,9,13,915.92
2012,9,14,870.64
2012,9,17,846.7
2012,9,18,880.66
2012,9,19,866.94
2012,9,20,865.7
2012,9,21,851.22
2012,9,24,858.56
2012,9,25,890.3
2012,9,26,907.15
2012,9,27,892.39
2012,9,28,897.1
2012,10,1,880.35
2012,10,2,881.86
2012,10,3,879.41
2012,10,4,855.59
2012,10,5,842.31
2012,10,8,
2012,10,9,887.58
2012,10,10,907.89
2012,10,11,890.58
2012,10,12,870.5
2012,10,15,850.51
2012,10,16,851.34
2012,10,17,844.94
2012,10,18,845.47
2012,10,19,865.85
2012,10,22,861.53
2012,10,23,859.74
2012,10,24,857.74
2012,10,25,851.41
2012,10,26,987.03
2012,10,29,"1,023.92"
2012,10,30,
2012,10,31,"1,065.86"
2012,11,1,"1,127.32"
2012,11,2,"1,157.54"
2012,11,5,"1,115.49"
2012,11,6,"1,092.38"
2012,11,7,"1,148.95"
2012,11,8,"1,164.70"
2012,11,9,"1,208.78"
2012,11,12,
2012,11,13,"1,222.18"
2012,11,14,"1,232.75"
2012,11,15,"1,275.02"
2012,11,16,"1,264.01"
2012,11,19,"1,171.01"
2012,11,20,"1,158.98"
2012,11,21,"1,146.52"
2012,11,22,
2012,11,23,
2012,11,26,"1,348.05"
2012,11,27,"1,314.65"
2012,11,28,"1,339.89"
2012,11,29,"1,167.79"
2012,11,30,"1,140.13"
2012,12,3,"1,143.51"
2012,12,4,"1,107.35"
2012,12,5,"1,076.29"
2012,12,6,"1,079.42"
2012,12,7,"1,065.90"
2012,12,10,"1,047.03"
2012,12,11,"1,041.03"
2012,12,12,"1,036.27"
2012,12,13,"1,036.58"
2012,12,14,"1,024.23"
2012,12,17,"1,023.36"
2012,12,18,"1,005.62"
2012,12,19,999.63
2012,12,20,997.29
2012,12,21,"1,013.70"
2012,12,24,"1,012.15"
2012,12,25,
2012,12,26,"1,013.41"
2012,12,27,"1,013.52"
2012,12,28,"1,002.13"
2012,12,31,990.63
2013,1,1,
2013,1,2,949.16
2013,1,3,935.43
2013,1,4,943.17
2013,1,7,966.2
2013,1,8,"1,019.98"
2013,1,9,"1,036.67"
2013,1,10,"1,080.42"
2013,1,11,"1,093.93"
2013,1,14,"1,087.46"
2013,1,15,"1,087.89"
2013,1,16,"1,077.27"
2013,1,17,"1,062.50"
2013,1,18,"1,070.06"
2013,1,21,
2013,1,22,"1,069.81"
2013,1,23,"1,100.38"
2013,1,24,"1,106.47"
2013,1,25,"1,113.35"
2013,1,28,"1,109.86"
2013,1,29,"1,101.43"
2013,1,30,"1,100.66"
2013,1,31,"1,101.70"
2013,2,1,"1,081.84"
2013,2,4,"1,092.12"
2013,2,5,"1,088.85"
2013,2,6,"1,124.45"
2013,2,7,"1,101.51"
2013,2,8,"1,077.04"
2013,2,11,"1,088.56"
2013,2,12,"1,110.84"
2013,2,13,"1,097.69"
2013,2,14,"1,093.46"
2013,2,15,"1,097.95"
2013,2,18,
2013,2,19,"1,099.70"
2013,2,20,"1,104.28"
2013,2,21,"1,131.63"
2013,2,22,"1,130.70"
2013,2,25,"1,137.25"
2013,2,26,"1,114.61"
2013,2,27,"1,113.91"
2013,2,28,"1,286.81"
2013,3,1,"1,217.71"
2013,3,4,"1,208.30"
2013,3,5,"1,197.71"
2013,3,6,"1,177.37"
2013,3,7,"1,171.06"
2013,3,8,"1,159.59"
2013,3,11,"1,157.27"
2013,3,12,"1,135.77"
2013,3,13,"1,149.21"
2013,3,14,"1,156.60"
2013,3,15,"1,182.97"
2013,3,18,"1,180.00"
2013,3,19,"1,205.00"
2013,3,20,"1,202.47"
2013,3,21,"1,216.76"
2013,3,22,"1,219.15"
2013,3,25,"1,260.82"
2013,3,26,"1,292.76"
2013,3,27,"1,337.25"
2013,3,28,"1,307.33"
2013,3,29,
2013,4,1,"1,320.93"
2013,4,2,"1,306.17"
2013,4,3,"1,261.94"
2013,4,4,"1,254.18"
2013,4,5,"1,271.36"
2013,4,8,"1,256.74"
2013,4,9,"1,232.81"
2013,4,10,"1,218.90"
2013,4,11,"1,205.17"
2013,4,12,"1,167.26"
2013,4,15,"1,159.11"
2013,4,16,"1,165.27"
2013,4,17,"1,186.36"
2013,4,18,"1,204.18"
2013,4,19,"1,209.36"
2013,4,22,"1,215.71"
2013,4,23,"1,212.37"
2013,4,24,"1,212.17"
2013,4,25,"1,210.27"
2013,4,26,"1,214.51"
2013,4,29,"1,212.31"
2013,4,30,"1,210.23"
2013,5,1,"1,214.62"
2013,5,2,"1,204.99"
2013,5,3,"1,203.50"
2013,5,6,"1,205.45"
2013,5,7,"1,208.42"
2013,5,8,"1,202.62"
2013,5,9,"1,194.48"
2013,5,10,"1,192.68"
2013,5,13,"1,190.98"
2013,5,14,"1,177.49"
2013,5,15,"1,186.44"
2013,5,16,"1,183.86"
2013,5,17,"1,157.20"
2013,5,20,"1,148.37"
2013,5,21,"1,149.15"
2013,5,22,"1,126.78"
2013,5,23,"1,141.24"
2013,5,24,"1,143.71"
2013,5,27,
2013,5,28,"1,127.91"
2013,5,29,"1,147.55"
2013,5,30,"1,157.75"
2013,5,31,"1,167.34"
2013,6,3,"1,169.37"
2013,6,4,"1,182.54"
2013,6,5,"1,194.87"
2013,6,6,"1,203.51"
2013,6,7,"1,187.11"
2013,6,10,"1,188.35"
2013,6,11,"1,198.34"
2013,6,12,"1,199.33"
2013,6,13,"1,191.51"
2013,6,14,"1,197.17"
2013,6,17,"1,197.87"
2013,6,18,"1,221.09"
2013,6,19,"1,213.00"
2013,6,20,"1,227.43"
2013,6,21,"1,223.06"
2013,6,24,"1,228.57"
2013,6,25,"1,221.01"
2013,6,26,"1,218.84"
2013,6,27,"1,214.68"
2013,6,28,"1,198.72"
2013,7,1,"1,189.16"
2013,7,2,"1,199.45"
2013,7,3,"1,204.35"
2013,7,4,
2013,7,5,"1,188.18"
2013,7,8,"1,194.31"
2013,7,9,"1,194.08"
2013,7,10,"1,205.19"
2013,7,11,"1,193.70"
2013,7,12,"1,188.06"
2013,7,15,"1,163.99"
2013,7,16,"1,142.26"
2013,7,17,"1,139.33"
2013,7,18,"1,051.63"
2013,7,19,"1,075.29"
2013,7,22,"1,040.16"
2013,7,23,"1,025.37"
2013,7,24,"1,062.87"
2013,7,25,"1,092.09"
2013,7,26,"1,106.55"
2013,7,29,"1,138.94"
2013,7,30,"1,130.44"
2013,7,31,"1,111.54"
2013,8,1,"1,094.69"
2013,8,2,"1,101.01"
2013,8,5,"1,094.13"
2013,8,6,"1,068.88"
2013,8,7,"1,067.42"
2013,8,8,"1,051.62"
2013,8,9,"1,036.27"
2013,8,12,"1,032.47"
2013,8,13,"1,020.35"
2013,8,14,"1,017.52"
2013,8,15,"1,019.45"
2013,8,16,"1,016.51"
2013,8,19,"1,033.51"
2013,8,20,"1,039.49"
2013,8,21,"1,043.10"
2013,8,22,"1,023.00"
2013,8,23,"1,072.30"
2013,8,26,"1,075.08"
2013,8,27,"1,119.70"
2013,8,28,"1,126.76"
2013,8,29,"1,162.62"
2013,8,30,"1,169.98"
2013,9,2,
2013,9,3,"1,127.94"
2013,9,4,"1,100.77"
2013,9,5,"1,085.44"
2013,9,6,"1,075.37"
2013,9,9,"1,061.72"
2013,9,10,"1,072.97"
2013,9,11,"1,072.95"
2013,9,12,"1,109.87"
2013,9,13,"1,114.45"
2013,9,16,"1,089.01"
2013,9,17,"1,091.50"
2013,9,18,"1,062.56"
2013,9,19,"1,043.84"
2013,9,20,"1,037.21"
2013,9,23,"1,030.31"
2013,9,24,"1,012.68"
2013,9,25,"1,006.59"
2013,9,26,"1,017.20"
2013,9,27,"1,024.04"
2013,9,30,"1,034.51"
2013,10,1,"1,038.97"
2013,10,2,"1,029.39"
2013,10,3,"1,018.78"
2013,10,4,"1,005.24"
2013,10,7,997.46
2013,10,8,978.81
2013,10,9,970.78
2013,10,10,918.77
2013,10,11,904.2
2013,10,14,
2013,10,15,886.64
2013,10,16,908.14
2013,10,17,904.37
2013,10,18,851.24
2013,10,21,841.84
2013,10,22,859.45
2013,10,23,872.8
2013,10,24,895.9
2013,10,25,890.89
2013,10,28,880.96
2013,10,29,909.41
2013,10,30,921.48
2013,10,31,920.68
2013,11,1,891.54
2013,11,4,875.1
2013,11,5,840.96
2013,11,6,840.63
2013,11,7,837.61
2013,11,8,825.04
2013,11,11,
2013,11,12,830.91
2013,11,13,839.42
2013,11,14,829.13
2013,11,15,813.26
2013,11,18,807.21
2013,11,19,828.74
2013,11,20,806.23
2013,11,21,790.85
2013,11,22,790.13
2013,11,25,802.72
2013,11,26,789.29
2013,11,27,775.91
2013,11,28,
2013,11,29,
2013,12,2,777.2
2013,12,3,795.3
2013,12,4,804.82
2013,12,5,798.19
2013,12,6,779.94
2013,12,9,774.52
2013,12,10,781.91
2013,12,11,783.48
2013,12,12,791.2
2013,12,13,803.7
2013,12,16,805.97
2013,12,17,823.91
2013,12,18,824.4
2013,12,19,821.65
2013,12,20,825.73
2013,12,23,822.73
2013,12,24,816.88
2013,12,25,
2013,12,26,816
2013,12,27,809.14
2013,12,30,811.69
2013,12,31,807.94
2014,1,1,
2014,1,2,800.5
2014,1,3,793.08
2014,1,6,796.24
2014,1,7,836.07
2014,1,8,839.56
2014,1,9,866.93
2014,1,10,913.69
2014,1,13,936.51
2014,1,14,911.34
2014,1,15,901.14
2014,1,16,926.32
2014,1,17,941.42
2014,1,20,
2014,1,21,919.96
2014,1,22,951.67
2014,1,23,996.29
2014,1,24,"1,043.37"
2014,1,27,"1,017.87"
2014,1,28,982.93
2014,1,29,"1,036.96"
2014,1,30,"1,067.22"
2014,1,31,"1,084.94"
2014,2,3,"1,103.31"
2014,2,4,"1,055.87"
2014,2,5,"1,017.65"
2014,2,6,983.87
2014,2,7,961.1
2014,2,10,983.92
2014,2,11,971.78
2014,2,12,974.07
2014,2,13,970.2
2014,2,14,950.53
2014,2,17,
2014,2,18,972.18
2014,2,19,985.6
2014,2,20,961.46
2014,2,21,951.2
2014,2,24,928.37
2014,2,25,924.27
2014,2,26,927.27
2014,2,27,916.77
2014,2,28,907.35
2014,3,3,925.94
2014,3,4,917.24
2014,3,5,928.89
2014,3,6,905.29
2014,3,7,898.7
2014,3,10,899.92
2014,3,11,903.43
2014,3,12,904.03
2014,3,13,925.55
2014,3,14,913.53
2014,3,17,883.46
2014,3,18,882.58
2014,3,19,873.47
2014,3,20,860.62
2014,3,21,848.76
2014,3,24,850.04
2014,3,25,846.25
2014,3,26,850.87
2014,3,27,837.32
2014,3,28,823.65
2014,3,31,798.59
2014,4,1,802.04
2014,4,2,793.52
2014,4,3,781.82
2014,4,4,753.59
2014,4,7,775.1
2014,4,8,791.16
2014,4,9,768.77
2014,4,10,769.37
2014,4,11,778.68
2014,4,14,783.71
2014,4,15,804.16
2014,4,16,805.21
2014,4,17,795.57
2014,4,18,
2014,4,21,795.53
2014,4,22,779.83
2014,4,23,792.07
2014,4,24,788.84
2014,4,25,808.9
2014,4,28,794.7
2014,4,29,790.01
2014,4,30,786.07
2014,5,1,778.11
2014,5,2,786.62
2014,5,5,780.51
2014,5,6,781.18
2014,5,7,752.22
2014,5,8,759.14
2014,5,9,770.85
2014,5,12,763.09
2014,5,13,773.97
2014,5,14,773.31
2014,5,15,788.37
2014,5,16,794.61
2014,5,19,800.68
2014,5,20,813.3
2014,5,21,814.79
2014,5,22,833.73
2014,5,23,832.22
2014,5,26,
2014,5,27,845.93
2014,5,28,850.19
2014,5,29,831.59
2014,5,30,833.07
2014,6,2,839.28
2014,6,3,832.75
2014,6,4,818.88
2014,6,5,795.9
2014,6,6,766.36
2014,6,9,769.47
2014,6,10,766.84
2014,6,11,753.55
2014,6,12,760.61
2014,6,13,737.15
2014,6,16,850.28
2014,6,17,872.81
2014,6,18,797.02
2014,6,19,817.24
2014,6,20,708.58
2014,6,23,669.12
2014,6,24,676.11
2014,6,25,667.15
2014,6,26,692.2
2014,6,27,708.06
2014,6,30,723.74
2014,7,1,697.22
2014,7,2,685.78
2014,7,3,673.46
2014,7,4,
2014,7,7,680.22
2014,7,8,668.15
2014,7,9,591.45
2014,7,10,592.77
2014,7,11,595.64
2014,7,14,630.61
2014,7,15,649.19
2014,7,16,643.99
2014,7,17,668.72
2014,7,18,646.01
2014,7,21,670.77
2014,7,22,666.56
2014,7,23,655.58
2014,7,24,629.54
2014,7,25,686.57
2014,7,28,706.59
2014,7,29,680.08
2014,7,30,559.69
2014,7,31,648.53
2014,8,1,701.07
2014,8,4,729.6
2014,8,5,723.55
2014,8,6,682.19
2014,8,7,696.39
2014,8,8,698.38
2014,8,11,693.68
2014,8,12,719.9
2014,8,13,743.87
2014,8,14,773.94
2014,8,15,801.01
2014,8,18,782.94
2014,8,19,763.92
2014,8,20,790.1
2014,8,21,813.18
2014,8,22,821.17
2014,8,25,820.05
2014,8,26,803.44
2014,8,27,806.04
2014,8,28,803.99
2014,8,29,807.65
2014,9,1,
2014,9,2,782.57
2014,9,3,748.94
2014,9,4,749.67
2014,9,5,753.23
2014,9,8,762.68
2014,9,9,752.95
2014,9,10,756.65
2014,9,11,731.37
2014,9,12,706.06
2014,9,15,710.97
2014,9,16,690.45
2014,9,17,698.42
2014,9,18,699.85
2014,9,19,698.82
2014,9,22,702.02
2014,9,23,700.31
2014,9,24,685.29
2014,9,25,686.28
2014,9,26,684.41
2014,9,29,693.08
2014,9,30,699.54
2014,10,1,753.29
2014,10,2,735.16
2014,10,3,737.82
2014,10,6,750.42
2014,10,7,767.58
2014,10,8,751.29
2014,10,9,754.49
2014,10,10,771.31
2014,10,13,
2014,10,14,797.93
2014,10,15,843.99
2014,10,16,832.6
2014,10,17,798.71
2014,10,20,791.56
2014,10,21,778.9
2014,10,22,761.81
2014,10,23,746.88
2014,10,24,745.26
2014,10,27,736.3
2014,10,28,721.85
2014,10,29,712.3
2014,10,30,712.85
2014,10,31,703.01
2014,11,3,682.04
2014,11,4,685.68
2014,11,5,673.8
2014,11,6,671.97
2014,11,7,662.74
2014,11,10,663.76
2014,11,11,
2014,11,12,658.23
2014,11,13,659.79
2014,11,14,663.96
2014,11,17,666.74
2014,11,18,671.04
2014,11,19,677.55
2014,11,20,683.1
2014,11,21,680.68
2014,11,24,680.34
2014,11,25,679.88
2014,11,26,687.06
2014,11,27,
2014,11,28,
2014,12,1,697.62
2014,12,2,688.28
2014,12,3,699.7
2014,12,4,699.38
2014,12,5,706.81
2014,12,8,725.97
2014,12,9,743.42
2014,12,10,760.49
2014,12,11,751.31
2014,12,12,780.11
2014,12,15,803.59
2014,12,16,822.83
2014,12,17,799.8
2014,12,18,770.99
2014,12,19,769.89
2014,12,22,768.31
2014,12,23,758.92
2014,12,24,756.85
2014,12,25,
2014,12,26,727.87
2014,12,29,729.11
2014,12,30,716.91
2014,12,31,719.1
2015,1,1,
2015,1,2,725.78
2015,1,5,750.3
2015,1,6,766.48
2015,1,7,748.69
2015,1,8,734.25
2015,1,9,726.16
2015,1,12,736.25
2015,1,13,728.58
2015,1,14,729.92
2015,1,15,741.14
2015,1,16,731.15
2015,1,19,
2015,1,20,719.81
2015,1,21,720.5
2015,1,22,710.07
2015,1,23,725.63
2015,1,26,726.41
2015,1,27,723.57
2015,1,28,730.22
2015,1,29,727.7
2015,1,30,741.66
2015,2,2,739.11
2015,2,3,726.92
2015,2,4,727.61
2015,2,5,717.72
2015,2,6,709.44
2015,2,9,711.62
2015,2,10,711.95
2015,2,11,714.87
2015,2,12,719.53
2015,2,13,702.04
2015,2,16,
2015,2,17,685.52
2015,2,18,678.74
2015,2,19,667.6
2015,2,20,649.54
2015,2,23,625.61
2015,2,24,632.97
2015,2,25,635.38
2015,2,26,623.93
2015,2,27,618.39
2015,3,2,604.3
2015,3,3,597.36
2015,3,4,586.37
2015,3,5,581.44
2015,3,6,566.25
2015,3,9,560.93
2015,3,10,568.15
2015,3,11,580.72
2015,3,12,580.32
2015,3,13,583.61
2015,3,16,581.3
2015,3,17,586.08
2015,3,18,597.89
2015,3,19,597.84
2015,3,20,603.58
2015,3,23,601.77
2015,3,24,608.47
2015,3,25,607.56
2015,3,26,594.62
2015,3,27,612.31
2015,3,30,620.28
2015,3,31,628.62
2015,4,1,627.7
2015,4,2,618.05
2015,4,3,625.17
2015,4,6,610.39
2015,4,7,609.07
2015,4,8,588.14
2015,4,9,574.17
2015,4,10,568.22
2015,4,13,574.16
2015,4,14,583.42
2015,4,15,589.63
2015,4,16,602.06
2015,4,17,619.16
2015,4,20,617.13
2015,4,21,619.63
2015,4,22,617.27
2015,4,23,619.3
2015,4,24,616.27
2015,4,27,607.87
2015,4,28,602.7
2015,4,29,604.78
2015,4,30,603.31
2015,5,1,595.78
2015,5,4,592.61
2015,5,5,580.6
2015,5,6,581.22
2015,5,7,600.57
2015,5,8,609.96
2015,5,11,605.54
2015,5,12,615.68
2015,5,13,605.99
2015,5,14,615.34
2015,5,15,625.35
2015,5,18,599.35
2015,5,19,590.33
2015,5,20,578.86
2015,5,21,577.75
2015,5,22,576.47
2015,5,25,
2015,5,26,588.03
