year,month,day,EMBI
2022,3,2,"1,850.41"
2022,3,3,"1,859.95"
2022,3,4,"1,926.85"
2022,3,7,"1,971.34"
2022,3,8,"1,979.46"
2022,3,9,"1,873.71"
2022,3,10,"1,825.43"
2022,3,11,"1,816.07"
2022,3,14,"1,807.27"
2022,3,15,"1,815.13"
2022,3,16,"1,779.65"
2022,3,17,"1,769.47"
2022,3,18,"1,789.22"
2022,3,21,"1,791.13"
2022,3,22,"1,787.30"
2022,3,23,"1,836.72"
2022,3,24,"1,817.01"
2022,3,25,"1,785.10"
2022,3,28,"1,744.03"
2022,3,29,"1,726.53"
2022,3,30,"1,729.34"
2022,3,31,"1,718.13"
2022,4,1,"1,714.39"
2022,4,4,"1,692.15"
2022,4,5,"1,709.97"
2022,4,6,"1,709.74"
2022,4,7,"1,702.50"
2022,4,8,"1,711.46"
2022,4,11,"1,722.89"
2022,4,12,"1,735.02"
2022,4,13,"1,709.63"
2022,4,14,"1,688.78"
2022,4,15,
2022,4,18,"1,678.68"
2022,4,19,"1,688.63"
2022,4,20,"1,701.41"
2022,4,21,"1,729.76"
2022,4,22,"1,776.18"
2022,4,25,"1,753.52"
2022,4,26,"1,782.44"
2022,4,27,"1,768.29"
2022,4,28,"1,789.27"
2022,4,29,"1,801.40"
2022,5,2,"1,816.80"
2022,5,3,"1,786.09"
2022,5,4,"1,763.24"
2022,5,5,"1,788.11"
2022,5,6,"1,808.34"
2022,5,9,"1,848.54"
2022,5,10,"1,854.48"
2022,5,11,"1,839.55"
2022,5,12,"1,886.87"
2022,5,13,"1,894.62"
2022,5,16,"1,927.09"
2022,5,17,"1,929.85"
2022,5,18,"1,951.13"
2022,5,19,"1,944.45"
2022,5,20,"1,950.83"
2022,5,23,"1,915.92"
2022,5,24,"1,933.67"
2022,5,25,"1,916.66"
2022,5,26,"1,927.59"
2022,5,27,"1,916.09"
2022,5,30,
2022,5,31,"1,917.54"
2022,6,1,"1,911.60"
2022,6,2,"1,896.69"
2022,6,3,"1,893.79"
2022,6,6,"1,907.55"
2022,6,7,"1,930.41"
2022,6,8,"1,969.55"
2022,6,9,"2,044.67"
2022,6,10,"2,042.56"
2022,6,13,"2,124.19"
2022,6,14,"2,124.51"
2022,6,15,"2,111.48"
2022,6,16,"2,198.76"
2022,6,17,"2,212.94"
2022,6,20,
2022,6,21,"2,199.60"
2022,6,22,"2,265.02"
2022,6,23,"2,285.21"
2022,6,24,"2,355.75"
2022,6,27,"2,451.07"
2022,6,28,"2,433.84"
2022,6,29,"2,370.60"
2022,6,30,"2,428.23"
2022,7,1,"2,344.10"
2022,7,4,
2022,7,5,"2,651.57"
2022,7,6,"2,682.81"
2022,7,7,"2,640.61"
2022,7,8,"2,650.64"
2022,7,11,"2,669.44"
2022,7,12,"2,728.18"
2022,7,13,"2,729.25"
2022,7,14,"2,755.71"
2022,7,15,"2,753.71"
2022,7,18,"2,767.19"
2022,7,19,"2,766.44"
2022,7,20,"2,770.27"
2022,7,21,"2,913.48"
2022,7,22,"2,890.24"
2022,7,25,"2,905.46"
2022,7,26,"2,830.81"
2022,7,27,"2,672.41"
2022,7,28,"2,519.01"
2022,7,29,"2,398.10"
2022,8,1,"2,402.81"
2022,8,2,"2,418.82"
2022,8,3,"2,443.74"
2022,8,4,"2,457.70"
2022,8,5,"2,435.77"
2022,8,8,"2,370.70"
2022,8,9,"2,467.94"
2022,8,10,"2,475.95"
2022,8,11,"2,442.32"
2022,8,12,"2,466.65"
2022,8,15,"2,417.30"
2022,8,16,"2,394.95"
2022,8,17,"2,421.94"
2022,8,18,"2,441.21"
2022,8,19,"2,456.01"
2022,8,22,"2,437.75"
2022,8,23,"2,385.95"
2022,8,24,"2,335.53"
2022,8,25,"2,319.50"
2022,8,26,"2,393.98"
2022,8,29,"2,420.19"
2022,8,30,"2,407.34"
2022,8,31,"2,384.90"
2022,9,1,"2,396.39"
2022,9,2,"2,427.11"
2022,9,5,
2022,9,6,"2,354.61"
2022,9,7,"2,350.46"
2022,9,8,"2,335.99"
2022,9,9,"2,318.22"
2022,9,12,"2,304.19"
2022,9,13,"2,316.77"
2022,9,14,"2,328.54"
2022,9,15,"2,334.15"
2022,9,16,"2,381.68"
2022,9,19,"2,380.07"
2022,9,20,"2,393.94"
2022,9,21,"2,397.73"
2022,9,22,"2,439.05"
2022,9,23,"2,523.19"
2022,9,26,"2,590.34"
2022,9,27,"2,690.79"
2022,9,28,"2,640.40"
2022,9,29,"2,753.63"
2022,9,30,"2,800.54"
2022,10,3,"2,707.89"
2022,10,4,"2,703.04"
2022,10,5,"2,753.69"
2022,10,6,"2,764.55"
2022,10,7,"2,796.23"
2022,10,10,
2022,10,11,"2,814.47"
2022,10,12,"2,811.18"
2022,10,13,"2,794.16"
2022,10,14,"2,833.43"
2022,10,17,"2,836.88"
2022,10,18,"2,797.93"
2022,10,19,"2,797.32"
2022,10,20,"2,742.79"
2022,10,21,"2,645.92"
2022,10,24,"2,519.08"
2022,10,25,"2,501.42"
2022,10,26,"2,564.03"
2022,10,27,"2,591.81"
2022,10,28,"2,553.68"
2022,10,31,"2,624.39"
2022,11,1,"2,567.78"
2022,11,2,"2,566.56"
2022,11,3,"2,588.60"
2022,11,4,"2,566.17"
2022,11,7,"2,508.77"
2022,11,8,"2,483.21"
2022,11,9,"2,536.40"
2022,11,10,"2,480.94"
2022,11,11,
2022,11,14,"2,417.47"
2022,11,15,"2,385.47"
2022,11,16,"2,346.23"
2022,11,17,"2,382.85"
2022,11,18,"2,440.47"
2022,11,21,"2,424.78"
2022,11,22,"2,416.66"
2022,11,23,"2,405.29"
2022,11,24,
2022,11,25,"2,401.31"
2022,11,28,"2,384.50"
2022,11,29,"2,318.99"
2022,11,30,
2022,12,1,"2,212.26"
2022,12,2,"2,247.77"
2022,12,5,"2,295.58"
2022,12,6,"2,378.48"
2022,12,7,"2,325.35"
2022,12,8,"2,326.07"
2022,12,9,"2,340.10"
2022,12,12,"2,278.01"
2022,12,13,"2,269.66"
2022,12,14,"2,234.78"
2022,12,15,"2,198.32"
2022,12,16,"2,171.26"
2022,12,19,"2,159.05"
2022,12,20,"2,123.14"
2022,12,21,"2,082.56"
2022,12,22,"2,099.49"
2022,12,23,"2,173.37"
2022,12,26,
2022,12,27,"2,164.71"
2022,12,28,"2,156.88"
2022,12,29,"2,162.44"
2022,12,30,"2,195.82"
2023,1,2,
2023,1,3,"2,153.41"
2023,1,4,"2,087.20"
2023,1,5,"2,119.83"
2023,1,6,"2,117.39"
2023,1,9,"2,082.21"
2023,1,10,"2,046.55"
2023,1,11,"2,006.17"
2023,1,12,"1,998.55"
2023,1,13,"1,990.89"
2023,1,16,
2023,1,17,"1,883.57"
2023,1,18,"1,835.50"
2023,1,19,"1,934.88"
2023,1,20,"1,874.18"
2023,1,23,"1,872.20"
2023,1,24,"1,831.57"
2023,1,25,"1,834.47"
2023,1,26,"1,833.50"
2023,1,27,"1,819.82"
2023,1,30,"1,815.23"
2023,1,31,"1,821.94"
2023,2,1,"1,818.83"
2023,2,2,"1,797.48"
2023,2,3,"1,859.88"
2023,2,6,"1,917.24"
2023,2,7,"1,912.82"
2023,2,8,"1,918.55"
2023,2,9,"1,934.06"
2023,2,10,"1,960.94"
2023,2,13,"1,972.51"
2023,2,14,"1,969.90"
2023,2,15,"2,004.71"
2023,2,16,"2,049.33"
2023,2,17,"2,123.37"
2023,2,20,
2023,2,21,"2,178.80"
2023,2,22,"2,086.37"
2023,2,23,"1,978.73"
2023,2,24,"1,995.23"
2023,2,27,"1,957.48"
2023,2,28,"1,959.62"
2023,3,1,"2,034.75"
2023,3,2,"2,084.99"
2023,3,3,"2,091.32"
2023,3,6,"2,036.71"
2023,3,7,"2,044.58"
2023,3,8,"2,099.17"
2023,3,9,"2,148.30"
2023,3,10,"2,280.04"
2023,3,13,"2,322.36"
2023,3,14,"2,322.52"
2023,3,15,"2,389.52"
2023,3,16,"2,322.11"
2023,3,17,"2,388.09"
2023,3,20,"2,371.51"
2023,3,21,"2,343.42"
2023,3,22,"2,464.89"
2023,3,23,"2,500.84"
2023,3,24,"2,548.47"
2023,3,27,"2,529.05"
2023,3,28,"2,494.74"
2023,3,29,"2,356.59"
2023,3,30,"2,301.79"
2023,3,31,"2,301.83"
2023,4,3,"2,273.87"
2023,4,4,"2,354.76"
2023,4,5,"2,432.68"
2023,4,6,"2,468.65"
2023,4,7,"2,450.91"
2023,4,10,"2,418.30"
2023,4,11,"2,427.01"
2023,4,12,"2,382.68"
2023,4,13,"2,374.07"
2023,4,14,"2,364.08"
2023,4,17,"2,414.59"
2023,4,18,"2,518.46"
2023,4,19,"2,660.97"
2023,4,20,"2,660.24"
2023,4,21,"2,633.60"
2023,4,24,"2,619.26"
2023,4,25,"2,644.33"
2023,4,26,"2,641.98"
2023,4,27,"2,663.55"
2023,4,28,"2,683.58"
2023,5,1,"2,670.59"
2023,5,2,"2,654.61"
2023,5,3,"2,565.79"
2023,5,4,"2,572.25"
2023,5,5,"2,579.30"
2023,5,8,"2,585.58"
2023,5,9,"2,518.17"
2023,5,10,"2,503.61"
2023,5,11,"2,518.53"
2023,5,12,"2,574.47"
2023,5,15,"2,581.61"
2023,5,16,"2,574.11"
2023,5,17,"2,553.74"
2023,5,18,"2,583.77"
2023,5,19,"2,596.41"
2023,5,22,"2,579.98"
2023,5,23,"2,582.63"
2023,5,24,"2,584.41"
2023,5,25,"2,583.59"
2023,5,26,"2,583.75"
2023,5,29,
2023,5,30,"2,555.07"
2023,5,31,"2,594.58"
2023,6,1,"2,617.80"
2023,6,2,"2,548.44"
2023,6,5,"2,515.75"
2023,6,6,"2,388.03"
2023,6,7,"2,334.80"
2023,6,8,"2,381.57"
2023,6,9,"2,379.55"
2023,6,12,"2,337.84"
2023,6,13,"2,298.50"
2023,6,14,"2,333.24"
2023,6,15,"2,356.69"
2023,6,16,"2,358.07"
2023,6,19,
2023,6,20,"2,355.75"
2023,6,21,"2,261.22"
2023,6,22,"2,200.44"
2023,6,23,"2,225.90"
2023,6,26,"2,099.52"
2023,6,27,"2,113.57"
2023,6,28,"2,076.33"
2023,6,29,"2,060.79"
2023,6,30,"2,037.05"
2023,7,3,"1,997.67"
2023,7,4,
2023,7,5,"1,957.41"
2023,7,6,"2,051.78"
2023,7,7,"2,089.65"
2023,7,10,"2,028.79"
2023,7,11,"1,972.67"
2023,7,12,"2,017.13"
2023,7,13,"2,034.85"
2023,7,14,"2,114.93"
2023,7,17,"2,048.75"
2023,7,18,"2,021.81"
2023,7,19,"2,055.19"
2023,7,20,"2,039.03"
2023,7,21,"2,004.56"
2023,7,24,"1,952.96"
2023,7,25,"1,960.67"
2023,7,26,"1,985.90"
2023,7,27,"2,000.19"
2023,7,28,"1,961.66"
2023,7,31,"1,982.30"
2023,8,1,"2,006.10"
2023,8,2,"2,009.17"
2023,8,3,"2,019.38"
2023,8,4,"2,016.00"
2023,8,7,
2023,8,8,
2023,8,9,"1,947.64"
2023,8,10,"1,906.33"
2023,8,11,"1,916.65"
2023,8,14,"2,088.08"
2023,8,15,"2,205.65"
2023,8,16,"2,210.26"
2023,8,17,"2,169.41"
2023,8,18,"2,117.26"
2023,8,21,"2,111.32"
2023,8,22,"2,040.42"
2023,8,23,"2,037.57"
2023,8,24,"2,070.87"
2023,8,25,"2,066.10"
2023,8,28,"2,050.11"
2023,8,29,"2,045.50"
2023,8,30,"2,073.92"
2023,8,31,"2,096.61"
2023,9,1,"2,085.01"
2023,9,4,
2023,9,5,"2,114.61"
2023,9,6,"2,165.28"
2023,9,7,"2,138.69"
2023,9,8,"2,150.88"
2023,9,11,"2,163.50"
2023,9,12,
2023,9,13,
2023,9,14,
2023,9,15,
2023,9,18,"2,175.62"
2023,9,19,"2,184.07"
2023,9,20,"2,244.63"
2023,9,21,"2,346.78"
2023,9,22,"2,358.21"
2023,9,25,"2,372.04"
2023,9,26,"2,375.61"
2023,9,27,"2,391.22"
2023,9,28,"2,488.60"
2023,9,29,"2,538.65"
2023,10,2,"2,590.21"
2023,10,3,"2,642.76"
2023,10,4,"2,700.42"
2023,10,5,"2,726.05"
2023,10,6,"2,674.34"
2023,10,9,
2023,10,10,"2,622.34"
2023,10,11,"2,523.16"
2023,10,12,"2,510.39"
2023,10,13,"2,508.07"
2023,10,16,"2,429.65"
2023,10,17,"2,375.92"
2023,10,18,"2,390.39"
2023,10,19,"2,400.96"
2023,10,20,"2,415.52"
2023,10,23,"2,611.98"
