Adverb,Afect,Amigos,Ansiedad,Articulo,Asentir,Biolog,Causa,Certeza,Conjunc,Cuantif,Cuerpo,Dinero,Discrep,ElElla,Ellos,EmoNeg,EmoPos,Enfado,Espacio,Excl,Familia,Funct,Futuro,Hogar,Humanos,Incl,Ingerir,Inhib,Insight,Logro,Maldec,MecCog,Movim,Muerte,Negacio,NoFluen,Nosotro,Numeros,Oir,Pasado,Percept,Placer,Prepos,Present,PronImp,PronPer,Relativ,Relig,Relleno,Salud,Sentir,Sexual,Social,Subjuntiv,Tentat,Tiempo,TotPron,Trabajo,Triste,TuUtd,Ver,VerbAux,Verbos,VosUtds,WC,Yo,formal,informal,verbELLOS,verbNOS,verbTU,verbVos,verbYO,verbosEL,date
0.040923399790136414,0.03147953830010493,0.002098635886673662,0.0,0.12801678908709338,0.0031479538300104933,0.013641133263378805,0.013641133263378805,0.015739769150052464,0.05666316894018888,0.015739769150052464,0.0062959076600209865,0.00944386149003148,0.0062959076600209865,0.05876180482686254,0.01049317943336831,0.001049317943336831,0.030430220356768102,0.0,0.03777544596012592,0.0062959076600209865,0.001049317943336831,0.5057712486883525,0.001049317943336831,0.005246589716684155,0.0031479538300104933,0.09653725078698845,0.0062959076600209865,0.002098635886673662,0.02098635886673662,0.03672612801678909,0.0,0.1993704092339979,0.00944386149003148,0.001049317943336831,0.005246589716684155,0.0,0.033578174186778595,0.013641133263378805,0.005246589716684155,0.0031479538300104933,0.01888772298006296,0.013641133263378805,0.16789087093389296,0.07869884575026233,0.06400839454354669,0.06505771248688352,0.06610703043022036,0.001049317943336831,0.0,0.002098635886673662,0.0031479538300104933,0.0031479538300104933,0.08184679958027283,0.012591815320041973,0.005246589716684155,0.01888772298006296,0.12906610703043023,0.04407135362014691,0.0,0.0,0.002098635886673662,0.014690451206715634,0.09024134312696747,0.005246589716684155,953,0.002098635886673662,0.001049317943336831,0.0,0.01049317943336831,0.00944386149003148,0.0,0.0,0.011542497376705142,0.030430220356768102,2022-12-30
0.03262642740619902,0.02936378466557912,0.0016313213703099511,0.0,0.1500815660685155,0.0024469820554649264,0.012234910277324634,0.012234910277324634,0.009787928221859706,0.05791190864600326,0.01631321370309951,0.0016313213703099511,0.021207177814029365,0.00734094616639478,0.06280587275693311,0.013866231647634585,0.00734094616639478,0.02936378466557912,0.004078303425774877,0.05628058727569331,0.00897226753670473,0.0,0.5065252854812398,0.004078303425774877,0.0008156606851549756,0.0024469820554649264,0.10114192495921696,0.00897226753670473,0.005709624796084829,0.009787928221859706,0.022838499184339316,0.0,0.17210440456769985,0.022838499184339316,0.0008156606851549756,0.0032626427406199023,0.0,0.00734094616639478,0.02528548123980424,0.0032626427406199023,0.011419249592169658,0.01631321370309951,0.009787928221859706,0.1802610114192496,0.057096247960848286,0.04241435562805873,0.06280587275693311,0.10358890701468189,0.0,0.0,0.0032626427406199023,0.0,0.0,0.05057096247960848,0.010603588907014683,0.00897226753670473,0.033442088091353996,0.10522022838499184,0.030179445350734094,0.0008156606851549756,0.0,0.0024469820554649264,0.00897226753670473,0.07259380097879282,0.0,1226,0.0,0.0,0.0,0.008156606851549755,0.0065252854812398045,0.0,0.0,0.008156606851549755,0.018760195758564437,2022-12-22
0.03428571428571429,0.03142857142857143,0.005714285714285714,0.0,0.12857142857142856,0.002857142857142857,0.008571428571428572,0.002857142857142857,0.005714285714285714,0.05714285714285714,0.025714285714285714,0.0,0.06285714285714286,0.008571428571428572,0.07428571428571429,0.011428571428571429,0.005714285714285714,0.02857142857142857,0.005714285714285714,0.045714285714285714,0.005714285714285714,0.002857142857142857,0.49142857142857144,0.0,0.0,0.002857142857142857,0.06285714285714286,0.005714285714285714,0.0,0.008571428571428572,0.017142857142857144,0.0,0.13714285714285715,0.014285714285714285,0.002857142857142857,0.005714285714285714,0.0,0.005714285714285714,0.02857142857142857,0.005714285714285714,0.0,0.014285714285714285,0.011428571428571429,0.1657142857142857,0.06571428571428571,0.045714285714285714,0.07714285714285714,0.08285714285714285,0.002857142857142857,0.0,0.0,0.0,0.002857142857142857,0.06,0.002857142857142857,0.017142857142857144,0.02857142857142857,0.12285714285714286,0.03142857142857143,0.0,0.0,0.0,0.017142857142857144,0.07142857142857142,0.002857142857142857,350,0.0,0.002857142857142857,0.0,0.011428571428571429,0.005714285714285714,0.0,0.0,0.002857142857142857,0.025714285714285714,2022-12-19
0.07246376811594203,0.012077294685990338,0.0,0.0,0.08454106280193237,0.0,0.01932367149758454,0.00966183574879227,0.01932367149758454,0.06280193236714976,0.043478260869565216,0.007246376811594203,0.03140096618357488,0.00966183574879227,0.043478260869565216,0.004830917874396135,0.0,0.016908212560386472,0.0,0.043478260869565216,0.004830917874396135,0.0,0.4830917874396135,0.004830917874396135,0.0,0.016908212560386472,0.12077294685990338,0.00966183574879227,0.0024154589371980675,0.014492753623188406,0.03140096618357488,0.0,0.178743961352657,0.03140096618357488,0.0,0.026570048309178744,0.0,0.007246376811594203,0.012077294685990338,0.0,0.016908212560386472,0.012077294685990338,0.0024154589371980675,0.16666666666666666,0.09420289855072464,0.04589371980676329,0.04830917874396135,0.11835748792270531,0.0,0.0,0.00966183574879227,0.0,0.0,0.05314009661835749,0.012077294685990338,0.00966183574879227,0.05314009661835749,0.09420289855072464,0.04830917874396135,0.0,0.0,0.0024154589371980675,0.03140096618357488,0.11352657004830918,0.004830917874396135,414,0.0,0.0024154589371980675,0.0,0.004830917874396135,0.026570048309178744,0.0,0.0,0.014492753623188406,0.026570048309178744,2022-12-19
0.047058823529411764,0.031932773109243695,0.0,0.0,0.13277310924369748,0.0016806722689075631,0.020168067226890758,0.0067226890756302525,0.008403361344537815,0.07899159663865546,0.013445378151260505,0.0016806722689075631,0.008403361344537815,0.008403361344537815,0.07563025210084033,0.02857142857142857,0.010084033613445379,0.020168067226890758,0.005042016806722689,0.04873949579831933,0.011764705882352941,0.0016806722689075631,0.49411764705882355,0.005042016806722689,0.0016806722689075631,0.013445378151260505,0.08739495798319327,0.013445378151260505,0.008403361344537815,0.023529411764705882,0.01680672268907563,0.0,0.173109243697479,0.008403361344537815,0.0,0.008403361344537815,0.0,0.011764705882352941,0.0067226890756302525,0.0033613445378151263,0.0067226890756302525,0.02689075630252101,0.008403361344537815,0.173109243697479,0.07226890756302522,0.03361344537815126,0.0773109243697479,0.07394957983193277,0.0,0.0,0.0016806722689075631,0.0,0.0033613445378151263,0.08739495798319327,0.015126050420168067,0.013445378151260505,0.015126050420168067,0.11092436974789915,0.023529411764705882,0.0033613445378151263,0.0,0.008403361344537815,0.010084033613445379,0.09411764705882353,0.0,595,0.0016806722689075631,0.0,0.0,0.015126050420168067,0.0016806722689075631,0.0,0.0,0.010084033613445379,0.030252100840336135,2022-12-14
0.02386634844868735,0.011933174224343675,0.0,0.0,0.1718377088305489,0.0,0.00954653937947494,0.021479713603818614,0.00954653937947494,0.07875894988066826,0.00954653937947494,0.002386634844868735,0.021479713603818614,0.00477326968973747,0.06443914081145585,0.01909307875894988,0.0,0.016706443914081145,0.0,0.059665871121718374,0.007159904534606206,0.0,0.4916467780429594,0.007159904534606206,0.002386634844868735,0.0,0.12171837708830549,0.007159904534606206,0.002386634844868735,0.016706443914081145,0.03579952267303103,0.0,0.16945107398568018,0.0,0.0,0.002386634844868735,0.0,0.00477326968973747,0.01909307875894988,0.00477326968973747,0.00477326968973747,0.016706443914081145,0.002386634844868735,0.15274463007159905,0.050119331742243436,0.031026252983293555,0.06443914081145585,0.09069212410501193,0.0,0.0,0.0,0.0,0.0,0.028639618138424822,0.00954653937947494,0.00477326968973747,0.016706443914081145,0.0954653937947494,0.08591885441527446,0.0,0.0,0.002386634844868735,0.007159904534606206,0.06443914081145585,0.0,419,0.0,0.0,0.0,0.002386634844868735,0.002386634844868735,0.0,0.0,0.00954653937947494,0.03341288782816229,2022-12-13
0.010183299389002037,0.012219959266802444,0.0,0.0,0.14867617107942974,0.004073319755600814,0.018329938900203666,0.006109979633401222,0.004073319755600814,0.05702647657841141,0.018329938900203666,0.014256619144602852,0.034623217922606926,0.008146639511201629,0.06720977596741344,0.012219959266802444,0.0,0.016293279022403257,0.0,0.054989816700611,0.008146639511201629,0.0,0.4663951120162933,0.004073319755600814,0.002036659877800407,0.0,0.13034623217922606,0.004073319755600814,0.0,0.016293279022403257,0.03665987780040733,0.0,0.15478615071283094,0.008146639511201629,0.002036659877800407,0.002036659877800407,0.0,0.0,0.028513238289205704,0.006109979633401222,0.004073319755600814,0.014256619144602852,0.006109979633401222,0.18329938900203666,0.06720977596741344,0.020366598778004074,0.06720977596741344,0.07331975560081466,0.0,0.0,0.0,0.0,0.014256619144602852,0.026476578411405296,0.002036659877800407,0.0,0.006109979633401222,0.08757637474541752,0.06517311608961303,0.0,0.0,0.004073319755600814,0.020366598778004074,0.07331975560081466,0.0,491,0.0,0.0,0.0,0.004073319755600814,0.03054989816700611,0.0,0.0,0.0,0.014256619144602852,2022-12-10
0.053497942386831275,0.024691358024691357,0.00411522633744856,0.00411522633744856,0.1934156378600823,0.0,0.02880658436213992,0.00411522633744856,0.00823045267489712,0.09465020576131687,0.00411522633744856,0.012345679012345678,0.0,0.0,0.09053497942386832,0.0205761316872428,0.012345679012345678,0.012345679012345678,0.00823045267489712,0.0411522633744856,0.0205761316872428,0.0,0.5020576131687243,0.0,0.012345679012345678,0.00411522633744856,0.102880658436214,0.00823045267489712,0.0,0.024691358024691357,0.01646090534979424,0.0,0.205761316872428,0.02880658436213992,0.00411522633744856,0.00823045267489712,0.0,0.0,0.0,0.0205761316872428,0.00823045267489712,0.03292181069958848,0.00411522633744856,0.11522633744855967,0.1111111111111111,0.037037037037037035,0.09053497942386832,0.102880658436214,0.01646090534979424,0.0,0.00411522633744856,0.0,0.01646090534979424,0.05761316872427984,0.00411522633744856,0.03292181069958848,0.0411522633744856,0.12757201646090535,0.00823045267489712,0.0,0.00411522633744856,0.00411522633744856,0.01646090534979424,0.12757201646090535,0.0,243,0.0,0.0,0.0,0.012345679012345678,0.012345679012345678,0.00411522633744856,0.0,0.00411522633744856,0.04938271604938271,2022-12-04
0.08928571428571429,0.005952380952380952,0.005952380952380952,0.0,0.08928571428571429,0.0,0.011904761904761904,0.005952380952380952,0.03571428571428571,0.09523809523809523,0.011904761904761904,0.011904761904761904,0.0,0.0,0.07738095238095238,0.023809523809523808,0.0,0.005952380952380952,0.0,0.08333333333333333,0.017857142857142856,0.0,0.5416666666666666,0.0,0.03571428571428571,0.0,0.13095238095238096,0.0,0.0,0.02976190476190476,0.0,0.0,0.24404761904761904,0.023809523809523808,0.005952380952380952,0.011904761904761904,0.0,0.005952380952380952,0.005952380952380952,0.05357142857142857,0.047619047619047616,0.07142857142857142,0.011904761904761904,0.13095238095238096,0.05357142857142857,0.047619047619047616,0.10119047619047619,0.11904761904761904,0.011904761904761904,0.0,0.0,0.011904761904761904,0.0,0.08333333333333333,0.005952380952380952,0.005952380952380952,0.023809523809523808,0.1488095238095238,0.005952380952380952,0.0,0.0,0.005952380952380952,0.017857142857142856,0.11904761904761904,0.0,168,0.023809523809523808,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.05357142857142857,0.05357142857142857,2022-12-01
0.06097560975609756,0.006097560975609756,0.003048780487804878,0.003048780487804878,0.10975609756097561,0.0,0.006097560975609756,0.036585365853658534,0.027439024390243903,0.06402439024390244,0.018292682926829267,0.003048780487804878,0.012195121951219513,0.012195121951219513,0.0701219512195122,0.012195121951219513,0.003048780487804878,0.006097560975609756,0.003048780487804878,0.03353658536585366,0.018292682926829267,0.0,0.5,0.003048780487804878,0.003048780487804878,0.009146341463414634,0.0701219512195122,0.003048780487804878,0.0,0.036585365853658534,0.012195121951219513,0.0,0.2530487804878049,0.024390243902439025,0.003048780487804878,0.036585365853658534,0.0,0.006097560975609756,0.009146341463414634,0.01524390243902439,0.024390243902439025,0.021341463414634148,0.006097560975609756,0.11585365853658537,0.10365853658536585,0.08841463414634146,0.07317073170731707,0.07317073170731707,0.003048780487804878,0.0,0.0,0.0,0.0,0.10060975609756098,0.006097560975609756,0.024390243902439025,0.018292682926829267,0.16158536585365854,0.012195121951219513,0.0,0.006097560975609756,0.003048780487804878,0.021341463414634148,0.14329268292682926,0.0,328,0.003048780487804878,0.0,0.0,0.006097560975609756,0.027439024390243903,0.0,0.0,0.01524390243902439,0.054878048780487805,2022-12-01
