EMBI,date,Adverb,Afect,Amigos,Ansiedad,Articulo,Asentir,Biolog,Causa,Certeza,Conjunc,Cuantif,Cuerpo,Dinero,Discrep,ElElla,Ellos,EmoNeg,EmoPos,Enfado,Espacio,Excl,Familia,Funct,Futuro,Hogar,Humanos,Incl,Ingerir,Inhib,Insight,Logro,Maldec,MecCog,Movim,Muerte,Negacio,NoFluen,Nosotro,Numeros,Oir,Pasado,Percept,Placer,Prepos,Present,PronImp,PronPer,Relativ,Relig,Relleno,Salud,Sentir,Sexual,Social,Subjuntiv,Tentat,Tiempo,TotPron,Trabajo,Triste,TuUtd,Ver,VerbAux,Verbos,VosUtds,WC,Yo,formal,informal,verbELLOS,verbNOS,verbTU,verbVos,verbYO,verbosEL,WC_normalized
0.08348711818396903,2018-10-10,0.07964601769911504,0.07964601769911504,0.0,0.004424778761061947,0.1504424778761062,0.0,0.02654867256637168,0.022123893805309734,0.02654867256637168,0.05309734513274336,0.017699115044247787,0.004424778761061947,0.0,0.022123893805309734,0.05309734513274336,0.008849557522123894,0.022123893805309734,0.06637168141592921,0.008849557522123894,0.05752212389380531,0.008849557522123894,0.0,0.5486725663716814,0.0,0.0,0.008849557522123894,0.12389380530973451,0.008849557522123894,0.0,0.030973451327433628,0.02654867256637168,0.0,0.24336283185840707,0.004424778761061947,0.008849557522123894,0.017699115044247787,0.0,0.004424778761061947,0.008849557522123894,0.0,0.0,0.017699115044247787,0.0,0.13716814159292035,0.12389380530973451,0.084070796460177,0.06637168141592921,0.084070796460177,0.004424778761061947,0.0,0.017699115044247787,0.0,0.0,0.0752212389380531,0.004424778761061947,0.004424778761061947,0.022123893805309734,0.1504424778761062,0.04424778761061947,0.01327433628318584,0.0,0.004424778761061947,0.035398230088495575,0.12389380530973451,0.0,0.00602426134341028,0.008849557522123894,0.0,0.0,0.02654867256637168,0.030973451327433628,0.0,0.0,0.01327433628318584,0.02654867256637168,0.00602426134341028
0.08348711818396903,2018-10-10,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.125,0.0,0.0,0.0,0.625,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.476601221282072e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.476601221282072e-05
0.08457544174231385,2018-10-11,0.034722222222222224,0.020833333333333332,0.0,0.0,0.11805555555555555,0.006944444444444444,0.0,0.027777777777777776,0.013888888888888888,0.0625,0.006944444444444444,0.0,0.027777777777777776,0.041666666666666664,0.05555555555555555,0.020833333333333332,0.0,0.013888888888888888,0.0,0.027777777777777776,0.013888888888888888,0.0,0.4930555555555556,0.0,0.006944444444444444,0.006944444444444444,0.0625,0.0,0.0,0.06944444444444445,0.027777777777777776,0.0,0.2569444444444444,0.006944444444444444,0.0,0.013888888888888888,0.0,0.006944444444444444,0.013888888888888888,0.0,0.027777777777777776,0.006944444444444444,0.013888888888888888,0.19444444444444445,0.06944444444444445,0.04861111111111111,0.0625,0.04861111111111111,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.006944444444444444,0.020833333333333332,0.013888888888888888,0.1111111111111111,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.11805555555555555,0.006944444444444444,0.00377885484268463,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.00377885484268463
0.08457544174231385,2018-10-11,0.041237113402061855,0.020618556701030927,0.0,0.0,0.12371134020618557,0.0,0.010309278350515464,0.020618556701030927,0.010309278350515464,0.1134020618556701,0.010309278350515464,0.0,0.010309278350515464,0.010309278350515464,0.07216494845360824,0.010309278350515464,0.0,0.010309278350515464,0.0,0.020618556701030927,0.020618556701030927,0.0,0.4845360824742268,0.0,0.010309278350515464,0.010309278350515464,0.1134020618556701,0.010309278350515464,0.0,0.010309278350515464,0.020618556701030927,0.0,0.23711340206185566,0.020618556701030927,0.0,0.0,0.0,0.010309278350515464,0.010309278350515464,0.0,0.010309278350515464,0.010309278350515464,0.020618556701030927,0.1134020618556701,0.08247422680412371,0.061855670103092786,0.08247422680412371,0.05154639175257732,0.0,0.0,0.0,0.0,0.0,0.07216494845360824,0.0,0.010309278350515464,0.020618556701030927,0.14432989690721648,0.010309278350515464,0.0,0.020618556701030927,0.0,0.05154639175257732,0.09278350515463918,0.0,0.002491853555683343,0.0,0.010309278350515464,0.0,0.0,0.05154639175257732,0.0,0.0,0.010309278350515464,0.020618556701030927,0.002491853555683343
0.07834435354327765,2018-10-19,0.04739336492890995,0.02843601895734597,0.009478672985781991,0.0,0.15639810426540285,0.009478672985781991,0.004739336492890996,0.018957345971563982,0.004739336492890996,0.061611374407582936,0.018957345971563982,0.0,0.004739336492890996,0.009478672985781991,0.0947867298578199,0.009478672985781991,0.0,0.023696682464454975,0.0,0.05687203791469194,0.014218009478672985,0.004739336492890996,0.5165876777251185,0.0,0.0,0.0,0.11848341232227488,0.0,0.0,0.02843601895734597,0.037914691943127965,0.0,0.1943127962085308,0.014218009478672985,0.0,0.0,0.0,0.0,0.02843601895734597,0.004739336492890996,0.03317535545023697,0.004739336492890996,0.0,0.12796208530805686,0.08056872037914692,0.04265402843601896,0.10426540284360189,0.09004739336492891,0.004739336492890996,0.0,0.0,0.0,0.004739336492890996,0.05687203791469194,0.014218009478672985,0.004739336492890996,0.023696682464454975,0.14691943127962084,0.061611374407582936,0.0,0.0,0.0,0.02843601895734597,0.11374407582938388,0.0,0.005613516251814124,0.009478672985781991,0.0,0.0,0.004739336492890996,0.023696682464454975,0.0,0.0,0.023696682464454975,0.04265402843601896,0.005613516251814124
0.07834435354327765,2018-10-19,0.018867924528301886,0.03773584905660377,0.0047169811320754715,0.0047169811320754715,0.12264150943396226,0.0,0.009433962264150943,0.009433962264150943,0.009433962264150943,0.0330188679245283,0.014150943396226415,0.0,0.009433962264150943,0.014150943396226415,0.08018867924528301,0.018867924528301886,0.009433962264150943,0.02358490566037736,0.0,0.05188679245283019,0.0,0.0,0.5424528301886793,0.0,0.0,0.0,0.09905660377358491,0.009433962264150943,0.0,0.0047169811320754715,0.02358490566037736,0.0,0.21226415094339623,0.0047169811320754715,0.0047169811320754715,0.0,0.0,0.0047169811320754715,0.02358490566037736,0.0,0.009433962264150943,0.009433962264150943,0.0,0.2028301886792453,0.10849056603773585,0.08962264150943396,0.08962264150943396,0.07075471698113207,0.0,0.0,0.0,0.0,0.0,0.08962264150943396,0.02830188679245283,0.009433962264150943,0.014150943396226415,0.1792452830188679,0.02830188679245283,0.0047169811320754715,0.0,0.0,0.02358490566037736,0.1179245283018868,0.0047169811320754715,0.005640899257920534,0.0,0.0,0.0,0.009433962264150943,0.02830188679245283,0.0,0.0,0.018867924528301886,0.04245283018867924,0.005640899257920534
0.0792907218548819,2018-10-22,0.048484848484848485,0.024242424242424242,0.0,0.0,0.10909090909090909,0.006060606060606061,0.012121212121212121,0.01818181818181818,0.0,0.048484848484848485,0.01818181818181818,0.0,0.012121212121212121,0.006060606060606061,0.06666666666666667,0.006060606060606061,0.006060606060606061,0.01818181818181818,0.006060606060606061,0.05454545454545454,0.01818181818181818,0.0,0.5151515151515151,0.0,0.0,0.0,0.07272727272727272,0.012121212121212121,0.0,0.012121212121212121,0.024242424242424242,0.0,0.1696969696969697,0.030303030303030304,0.0,0.012121212121212121,0.0,0.006060606060606061,0.01818181818181818,0.0,0.030303030303030304,0.012121212121212121,0.006060606060606061,0.18787878787878787,0.11515151515151516,0.06060606060606061,0.07272727272727272,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.0,0.006060606060606061,0.030303030303030304,0.13333333333333333,0.05454545454545454,0.0,0.0,0.0,0.024242424242424242,0.12727272727272726,0.0,0.004353897970919248,0.006060606060606061,0.0,0.0,0.006060606060606061,0.01818181818181818,0.0,0.0,0.01818181818181818,0.05454545454545454,0.004353897970919248
0.07947999551720275,2018-10-23,0.04285714285714286,0.014285714285714285,0.0,0.0,0.1357142857142857,0.007142857142857143,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.05714285714285714,0.014285714285714285,0.0,0.02142857142857143,0.014285714285714285,0.05714285714285714,0.014285714285714285,0.0,0.014285714285714285,0.0,0.06428571428571428,0.014285714285714285,0.0,0.5142857142857142,0.0,0.0,0.0,0.09285714285714286,0.014285714285714285,0.0,0.007142857142857143,0.007142857142857143,0.0,0.20714285714285716,0.014285714285714285,0.0,0.007142857142857143,0.0,0.0,0.014285714285714285,0.007142857142857143,0.014285714285714285,0.007142857142857143,0.0,0.15,0.12142857142857143,0.1,0.07142857142857142,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.014285714285714285,0.007142857142857143,0.014285714285714285,0.17142857142857143,0.014285714285714285,0.0,0.0,0.0,0.02142857142857143,0.1357142857142857,0.0,0.003669322818258989,0.0,0.0,0.0,0.04285714285714286,0.014285714285714285,0.0,0.0,0.014285714285714285,0.06428571428571428,0.003669322818258989
0.08216967387649893,2018-10-24,0.07476635514018691,0.04672897196261682,0.0,0.0,0.1308411214953271,0.018691588785046728,0.037383177570093455,0.009345794392523364,0.028037383177570093,0.09345794392523364,0.009345794392523364,0.0,0.0,0.0,0.056074766355140186,0.04672897196261682,0.009345794392523364,0.04672897196261682,0.0,0.04672897196261682,0.018691588785046728,0.0,0.5046728971962616,0.0,0.0,0.0,0.06542056074766354,0.037383177570093455,0.0,0.028037383177570093,0.056074766355140186,0.0,0.2523364485981308,0.009345794392523364,0.0,0.009345794392523364,0.0,0.0,0.04672897196261682,0.009345794392523364,0.009345794392523364,0.04672897196261682,0.0,0.12149532710280374,0.14953271028037382,0.056074766355140186,0.07476635514018691,0.08411214953271028,0.0,0.0,0.0,0.0,0.0,0.07476635514018691,0.0,0.018691588785046728,0.037383177570093455,0.1308411214953271,0.06542056074766354,0.0,0.0,0.0,0.018691588785046728,0.16822429906542055,0.009345794392523364,0.0027656836167474466,0.009345794392523364,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.08411214953271028,0.0027656836167474466
0.07996314144470593,2018-10-25,0.023809523809523808,0.05952380952380952,0.0,0.023809523809523808,0.16666666666666666,0.0,0.0,0.011904761904761904,0.011904761904761904,0.03571428571428571,0.023809523809523808,0.0,0.0,0.0,0.05952380952380952,0.011904761904761904,0.023809523809523808,0.023809523809523808,0.0,0.03571428571428571,0.011904761904761904,0.0,0.5119047619047619,0.0,0.0,0.0,0.07142857142857142,0.0,0.023809523809523808,0.023809523809523808,0.0,0.0,0.15476190476190477,0.011904761904761904,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.011904761904761904,0.0,0.011904761904761904,0.0,0.14285714285714285,0.10714285714285714,0.07142857142857142,0.05952380952380952,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.023809523809523808,0.0,0.03571428571428571,0.13095238095238096,0.011904761904761904,0.0,0.0,0.0,0.011904761904761904,0.11904761904761904,0.0,0.0021358744763000084,0.0,0.0,0.0,0.011904761904761904,0.011904761904761904,0.0,0.0,0.011904761904761904,0.07142857142857142,0.0021358744763000084
